icd_code,icd_title
S52572B,"Oth intartic fx lower end left rad, init for opn fx type I/2"
S62367A,"Nondisp fx of neck of fifth metacarpal bone, left hand, init"
S60460A,"Insect bite (nonvenomous) of right index finger, init encntr"
Y93H2,"Activity, gardening and landscaping"
K381,Appendicular concretions
C519,"Malignant neoplasm of vulva, unspecified"
S41151A,"Open bite of right upper arm, initial encounter"
E1139,Type 2 diabetes w oth diabetic ophthalmic complication
S92344A,"Nondisp fx of fourth metatarsal bone, right foot, init"
S06321A,"Contus/lac left cerebrum w LOC of 30 minutes or less, init"
S52012A,"Torus fracture of upper end of left ulna, init for clos fx"
S8262XB,"Disp fx of lateral malleolus of l fibula, 7thB"
B871,Wound myiasis
K35890,Other acute appendicitis without perforation or gangrene
M25652,"Stiffness of left hip, not elsewhere classified"
V455XXA,"Car driver injured in collision w rail trn/veh in traf, init"
F19929,"Oth psychoactive substance use, unsp with intoxication, unsp"
S62511A,"Disp fx of proximal phalanx of right thumb, init for clos fx"
S52351B,"Displ commnt fx shaft of rad, r arm, 7thB"
S02118B,"Other fracture of occiput, unspecified side, 7thB"
F519,"Sleep disorder not due to a sub or known physiol cond, unsp"
J989,"Respiratory disorder, unspecified"
M25271,"Flail joint, right ankle and foot"
S6492XA,"Injury of unsp nerve at wrs/hnd lv of left arm, init"
T2000XA,"Burn of unsp degree of head, face, and neck, unsp site, init"
W2219XA,"Striking against or struck by oth automobile airbag, init"
M5414,"Radiculopathy, thoracic region"
K044,Acute apical periodontitis of pulpal origin
V599XXA,"Occupant (driver) of pk-up/van injured in unsp traf, init"
M07621,"Enteropathic arthropathies, right elbow"
S60862A,"Insect bite (nonvenomous) of left wrist, initial encounter"
S82032B,"Displ transverse fx left patella, init for opn fx type I/2"
S52091B,"Oth fx upper end of right ulna, init for opn fx type I/2"
E509,"Vitamin A deficiency, unspecified"
S5422XA,"Injury of radial nerve at forearm level, left arm, init"
S01422D,"Laceration w foreign body of left cheek and TMJ area, subs"
M10031,"Idiopathic gout, right wrist"
L850,Acquired ichthyosis
M71561,"Other bursitis, not elsewhere classified, right knee"
K460,"Unsp abdominal hernia with obstruction, without gangrene"
S82221B,"Displ transverse fx shaft of r tibia, 7thB"
M19071,"Primary osteoarthritis, right ankle and foot"
E000,"Congenital iodine-deficiency syndrome, neurological type"
S0090XD,"Unsp superficial injury of unsp part of head, subs encntr"
S42401B,"Unsp fracture of lower end of right humerus, init for opn fx"
G5791,Unspecified mononeuropathy of right lower limb
M3131,Wegener's granulomatosis with renal involvement
V635XXA,"Driver of hv veh inj pick-up truck, pk-up/van in traf, init"
M25569,Pain in unspecified knee
A938,Other specified arthropod-borne viral fevers
Z464,Encounter for fitting and adjustment of orthodontic device
H16141,"Punctate keratitis, right eye"
H8102,"Meniere's disease, left ear"
H81392,"Other peripheral vertigo, left ear"
S31133A,"Pnctr of abd wall w/o fb, r low q w/o penet perit cav, init"
L4052,Psoriatic arthritis mutilans
Z8611,Personal history of tuberculosis
T8143XA,"Infct fol a procedure, organ and space surgical site, init"
H5441,"Blindness, right eye, normal vision left eye"
H44812,"Hemophthalmos, left eye"
M6289,Other specified disorders of muscle
S82845A,"Nondisplaced bimalleolar fracture of left lower leg, init"
X76XXXA,"Intentional self-harm by smoke, fire and flames, init encntr"
M25452,"Effusion, left hip"
T2210XA,"Burn first deg of shldr/up lmb, ex wrs/hnd, unsp site, init"
E669,"Obesity, unspecified"
R3914,Feeling of incomplete bladder emptying
S42461A,"Disp fx of medial condyle of right humerus, init for clos fx"
Q431,Hirschsprung's disease
S42192B,"Fracture oth prt scapula, left shoulder, init for opn fx"
V667XXA,"Person outsd hv veh inj in clsn w nonmtr veh in traf, init"
C8350,"Lymphoblastic (diffuse) lymphoma, unspecified site"
E1011,Type 1 diabetes mellitus with ketoacidosis with coma
N6311,"Unspecified lump in the right breast, upper outer quadrant"
V4342XA,"Prsn brd/alit a car injured in collision w car, init"
T8132XA,"Disruption of internal operation (surgical) wound, NEC, init"
M898X7,"Other specified disorders of bone, ankle and foot"
S8782XA,"Crushing injury of left lower leg, initial encounter"
V644XXA,"Prsn brd/alit hv veh inj in clsn w hv veh wh brd/alit, init"
S06341A,"Traum hemor right cerebrum w LOC of 30 minutes or less, init"
K5281,Eosinophilic gastritis or gastroenteritis
H268,Other specified cataract
Z1389,Encounter for screening for other disorder
G547,Phantom limb syndrome without pain
Q992,Fragile X chromosome
T43225A,"Adverse effect of selective serotonin reuptake inhibtr, init"
S13181A,"Dislocation of C7/T1 cervical vertebrae, initial encounter"
Z4502,Encntr for adjust and mgmt of automatic implntbl card defib
D681,Hereditary factor XI deficiency
J1520,"Pneumonia due to staphylococcus, unspecified"
T84129A,"Displacement of int fix of unsp bone of limb, init"
N3010,Interstitial cystitis (chronic) without hematuria
Z30012,Encounter for prescription of emergency contraception
L602,Onychogryphosis
S5401XA,"Injury of ulnar nerve at forearm level, right arm, init"
E278,Other specified disorders of adrenal gland
T1491XA,"Suicide attempt, initial encounter"
G44311,"Acute post-traumatic headache, intractable"
J399,"Disease of upper respiratory tract, unspecified"
H1820,Unspecified corneal edema
S06351A,"Traum hemor left cerebrum w LOC of 30 minutes or less, init"
S31613A,"Lac w/o fb of abd wall, right low q w penet perit cav, init"
O8609,"Infection of obstetric surgical wound, other surgical site"
H59311,Postproc hemor of right eye and adnexa fol an opth procedure
C419,"Malignant neoplasm of bone and articular cartilage, unsp"
G2119,Other drug induced secondary parkinsonism
T365X5A,"Adverse effect of aminoglycosides, initial encounter"
R41840,Attention and concentration deficit
S0082XA,"Blister (nonthermal) of other part of head, init encntr"
M65311,"Trigger thumb, right thumb"
G5702,"Lesion of sciatic nerve, left lower limb"
G43D0,"Abdominal migraine, not intractable"
G478,Other sleep disorders
B358,Other dermatophytoses
E103293,"Type 1 diab with mild nonp rtnop without macular edema, bi"
S062X7A,"Diffuse TBI w LOC w death due to brain injury bf consc, init"
G300,Alzheimer's disease with early onset
S71122D,"Laceration with foreign body, left thigh, subs encntr"
M84521A,"Pathological fracture in neoplastic disease, r humerus, init"
N94819,"Vulvodynia, unspecified"
F1097,"Alcohol use, unsp with alcohol-induced persisting dementia"
S42115B,"Nondisp fx of body of scapula, l shoulder, init for opn fx"
H93A1,"Pulsatile tinnitus, right ear"
M1120,"Other chondrocalcinosis, unspecified site"
F6810,"Factitious disorder imposed on self, unspecified"
R850,Abn lev enzymes in specimens from dgstv org/abd cav
Q871,Congenital malform syndromes predom assoc w short stature
S62241A,"Disp fx of shaft of first metacarpal bone, right hand, init"
M84477A,"Pathological fracture, right toe(s), init for fx"
S6991XD,"Unsp injury of right wrist, hand and finger(s), subs encntr"
I675,Moyamoya disease
M7752,Other enthesopathy of left foot
A4150,"Gram-negative sepsis, unspecified"
H8103,"Meniere's disease, bilateral"
M67441,"Ganglion, right hand"
S62627A,"Disp fx of middle phalanx of left little finger, init"
R9401,Abnormal electroencephalogram [EEG]
L52,Erythema nodosum
G43009,"Migraine w/o aura, not intractable, w/o status migrainosus"
B961,Klebsiella pneumoniae as the cause of diseases classd elswhr
H518,Other specified disorders of binocular movement
D431,"Neoplasm of uncertain behavior of brain, infratentorial"
Z701,Counseling related to patient's sexual behavior and orientn
S56522A,"Lacerat extn musc/fasc/tend at forarm lv, left arm, init"
F19220,"Oth psychoactive substance dependence w intoxication, uncomp"
I308,Other forms of acute pericarditis
T656X1A,"Toxic effect of paints and dyes, NEC, accidental, init"
F14121,Cocaine abuse with intoxication with delirium
S31824A,"Puncture wound w foreign body of left buttock, init encntr"
M7601,"Gluteal tendinitis, right hip"
S63634A,"Sprain of interphalangeal joint of right ring finger, init"
A691,Other Vincent's infections
S72452A,"Displ suprcndl fx w/o intrcndl extn lower end l femur, init"
T24011A,"Burn of unspecified degree of right thigh, initial encounter"
M792,"Neuralgia and neuritis, unspecified"
M76892,"Oth enthesopathies of left lower limb, excluding foot"
A601,Herpesviral infection of perianal skin and rectum
T8351XA,"Infect/inflm reaction due to indwell urinary catheter, init"
S92222A,"Disp fx of lateral cuneiform of left foot, init for clos fx"
F16120,"Hallucinogen abuse with intoxication, uncomplicated"
V104XXA,"Pedl cyc driver injured in clsn w ped/anml in traf, init"
T23421A,"Corros unsp degree of single r finger except thumb, init"
S62612B,"Disp fx of proximal phalanx of r mid finger, init for opn fx"
S62625B,"Disp fx of middle phalanx of left ring finger, 7thB"
S42025A,"Nondisp fx of shaft of left clavicle, init for clos fx"
B2700,Gammaherpesviral mononucleosis without complication
M5384,"Other specified dorsopathies, thoracic region"
Z3492,"Encntr for suprvsn of normal preg, unsp, second trimester"
Y92814,Boat as the place of occurrence of the external cause
T24222A,"Burn of second degree of left knee, initial encounter"
S63614A,"Unspecified sprain of right ring finger, initial encounter"
S22018A,"Oth fracture of first thoracic vertebra, init for clos fx"
S52221A,"Displaced transverse fracture of shaft of right ulna, init"
K08119,"Complete loss of teeth due to trauma, unspecified class"
H65192,"Other acute nonsuppurative otitis media, left ear"
Y836,"Remov org (total) cause abn react/compl, w/o misadvnt"
S62390B,"Oth fx second metacarpal bone, right hand, init for opn fx"
V2949XA,"Mtrcy driver injured in collision w oth mv in traf, init"
R296,Repeated falls
S61220A,"Laceration w fb of r idx fngr w/o damage to nail, init"
S91151A,"Open bite of right great toe w/o damage to nail, init encntr"
Y741,Theraputc and rehab gen hosp/persnl-use dev assoc w incdt
T2040XA,"Corros unsp degree of head, face, and neck, unsp site, init"
T2240XA,"Corros unsp deg of shldr/up lmb, ex wrs/hnd, unsp site, init"
H9222,"Otorrhagia, left ear"
S60414A,"Abrasion of right ring finger, initial encounter"
S67197A,"Crushing injury of left little finger, initial encounter"
S0083XD,"Contusion of other part of head, subsequent encounter"
O3432,"Maternal care for cervical incompetence, second trimester"
O24311,"Unsp pre-existing diabetes in pregnancy, first trimester"
O161,"Unspecified maternal hypertension, first trimester"
R311,Benign essential microscopic hematuria
M898X0,"Other specified disorders of bone, multiple sites"
T85858A,"Stenosis due to other internal prosth dev/grft, init"
H15001,"Unspecified scleritis, right eye"
G545,Neuralgic amyotrophy
O0932,"Suprvsn of preg w insufficient antenat care, second tri"
V615XXA,"Driver of hv veh injured in clsn w pedl cyc in traf, init"
C768,Malignant neoplasm of other specified ill-defined sites
S92322B,"Disp fx of second metatarsal bone, l foot, init for opn fx"
S62644A,"Nondisp fx of proximal phalanx of right ring finger, init"
K118,Other diseases of salivary glands
L819,"Disorder of pigmentation, unspecified"
F16921,"Hallucinogen use, unsp with intoxication with delirium"
S71122A,"Laceration with foreign body, left thigh, initial encounter"
W16022A,"Fall into swimming pool strk bottom causing oth injury, init"
S52615A,"Nondisp fx of left ulna styloid process, init for clos fx"
M1A0621,"Idiopathic chronic gout, left knee, with tophus (tophi)"
S8492XA,"Injury of unsp nerve at lower leg level, left leg, init"
C50922,Malignant neoplasm of unspecified site of left male breast
D8940,"Mast cell activation, unspecified"
V281XXA,"Mtrcy pasngr injured in nonclsn trnsp accident nontraf, init"
S52211A,"Greenstick fracture of shaft of right ulna, init for clos fx"
I69320,Aphasia following cerebral infarction
H61891,Other specified disorders of right external ear
S066X0D,"Traum subrac hem w/o loss of consciousness, subs"
S06330D,"Contus/lac cereb, w/o loss of consciousness, subs"
H6021,"Malignant otitis externa, right ear"
R258,Other abnormal involuntary movements
I6359,Cereb infrc due to unsp occls or stenosis of cerebral artery
S065X7A,"Traum subdr hem w LOC w dth d/t brain inj bef reg consc,init"
J3801,"Paralysis of vocal cords and larynx, unilateral"
H61899,"Other specified disorders of external ear, unspecified ear"
V8666XA,"Pasngr of dirt bike or motor/cross bike inj nontraf, init"
M4696,"Unspecified inflammatory spondylopathy, lumbar region"
E531,Pyridoxine deficiency
S00219A,"Abrasion of unsp eyelid and periocular area, init encntr"
D1802,Hemangioma of intracranial structures
W091XXA,"Fall from playground swing, initial encounter"
S62620B,"Disp fx of middle phalanx of right index finger, 7thB"
W2102XD,"Struck by soccer ball, subsequent encounter"
S82202C,"Unsp fx shaft of left tibia, init for opn fx type 3A/B/C"
S32465A,"Nondisp associated transv/post fx left acetabulum, init"
I358,Other nonrheumatic aortic valve disorders
Z9484,Stem cells transplant status
E1311,Oth diabetes mellitus with ketoacidosis with coma
T881XXA,"Oth complications following immunization, NEC, init"
S32008A,"Oth fracture of unsp lumbar vertebra, init for clos fx"
G40109,"Local-rel symptc epi w simp prt seiz,not ntrct, w/o stat epi"
S52352B,"Displ commnt fx shaft of rad, l arm, 7thB"
T496X1A,"Poisoning by otorhino drugs and prep, accidental, init"
S60052A,"Contusion of left little finger w/o damage to nail, init"
S36420A,"Contusion of duodenum, initial encounter"
S42402B,"Unsp fracture of lower end of left humerus, init for opn fx"
S83014A,"Lateral dislocation of right patella, initial encounter"
E89810,Postproc hemor of an endo sys org fol an endo sys procedure
G5732,"Lesion of lateral popliteal nerve, left lower limb"
T84110A,"Breakdown (mechanical) of int fix of right humerus, init"
T819XXA,"Unspecified complication of procedure, initial encounter"
G5731,"Lesion of lateral popliteal nerve, right lower limb"
H53133,"Sudden visual loss, bilateral"
M8568,"Other cyst of bone, other site"
S01552A,"Open bite of oral cavity, initial encounter"
S68616A,"Complete traumatic trnsphal amp of r little finger, init"
L932,Other local lupus erythematosus
S52513A,"Disp fx of unsp radial styloid process, init for clos fx"
S2691XA,"Contusion of heart, unsp w or w/o hemopericardium, init"
J95851,Ventilator associated pneumonia
T8172XA,"Complication of vein following a procedure, NEC, init"
I80232,Phlebitis and thrombophlebitis of left tibial vein
T50Z95A,"Adverse effect of vaccines and biological substances, init"
K599,"Functional intestinal disorder, unspecified"
R10829,"Rebound abdominal tenderness, unspecified site"
V0210XA,"Ped on foot injured in collision w 2/3-whl mv in traf, init"
S82221A,"Displaced transverse fracture of shaft of right tibia, init"
Q278,Oth congenital malformations of peripheral vascular system
J0511,Acute epiglottitis with obstruction
O98312,"Oth infect w sexl mode of transmiss comp preg, second tri"
F10920,"Alcohol use, unspecified with intoxication, uncomplicated"
S142XXA,"Injury of nerve root of cervical spine, initial encounter"
S82222B,"Displ transverse fx shaft of l tibia, 7thB"
S82461A,"Displaced segmental fracture of shaft of right fibula, init"
N411,Chronic prostatitis
H52522,"Paresis of accommodation, left eye"
W182XXS,"Fall in (into) shower or empty bathtub, sequela"
S72122A,"Disp fx of lesser trochanter of left femur, init for clos fx"
Q2732,Arteriovenous malformation of vessel of lower limb
T39091A,"Poisoning by salicylates, accidental (unintentional), init"
C7970,Secondary malignant neoplasm of unspecified adrenal gland
T2220XA,"Burn second deg of shldr/up lmb, ex wrs/hnd, unsp site, init"
T2010XA,"Burn first degree of head, face, and neck, unsp site, init"
S61325A,"Laceration w fb of l rng fngr w damage to nail, init"
R5083,Postvaccination fever
S7225XA,"Nondisplaced subtrochanteric fracture of left femur, init"
S32012A,"Unstable burst fracture of first lumbar vertebra, init"
R143,Flatulence
M67431,"Ganglion, right wrist"
S36115A,"Moderate laceration of liver, initial encounter"
M50221,Other cervical disc displacement at C4-C5 level
T17898A,"Oth forn object in oth prt resp tract cause oth injury, init"
S42421A,"Displ commnt suprcndl fx w/o intrcndl fx r humerus, init"
V200XXA,"Mtrcy driver injured in collision w ped/anml nontraf, init"
S68111A,"Complete traumatic MCP amputation of left index finger, init"
S0102XA,"Laceration with foreign body of scalp, initial encounter"
W39XXXA,"Discharge of firework, initial encounter"
T410X2A,"Poisoning by inhaled anesthetics, self-harm, init"
C8520,"Mediastinal (thymic) large B-cell lymphoma, unspecified site"
F10221,Alcohol dependence with intoxication delirium
R4583,"Excessive crying of child, adolescent or adult"
T3695XA,"Adverse effect of unsp systemic antibiotic, init encntr"
M5032,"Other cervical disc degeneration, mid-cervical region"
O2251,"Cerebral venous thrombosis in pregnancy, first trimester"
L97522,Non-prs chronic ulcer oth prt left foot w fat layer exposed
S8701XA,"Crushing injury of right knee, initial encounter"
I9751,Acc pnctr & lac of a circ sys org during a circ sys proc
L928,"Oth granulomatous disorders of the skin, subcu"
S91331D,"Puncture wound without foreign body, right foot, subs encntr"
W450XXD,"Nail entering through skin, subsequent encounter"
G5701,"Lesion of sciatic nerve, right lower limb"
C241,Malignant neoplasm of ampulla of Vater
W504XXA,"Accidental scratch by another person, initial encounter"
G543,"Thoracic root disorders, not elsewhere classified"
I97620,Postproc hemor of a circ sys org following other procedure
T2123XA,"Burn of second degree of upper back, initial encounter"
C84A0,"Cutaneous T-cell lymphoma, unspecified, unspecified site"
T82111A,"Breakdown of cardiac pulse generator (battery), init"
Y712,Prosth/oth implnt/mtrls cardiovascular devices assoc w incdt
S0521XA,"Oclr lac/rupt w prolaps/loss of intraoc tissue, r eye, init"
M60001,"Infective myositis, unspecified left arm"
S72332A,"Displaced oblique fracture of shaft of left femur, init"
S63637A,"Sprain of interphalangeal joint of left little finger, init"
N182,"Chronic kidney disease, stage 2 (mild)"
S62365B,"Nondisp fx of neck of 4th MC bone, l hand, init for opn fx"
V9489XA,"Other water transport accident, initial encounter"
S80819A,"Abrasion, unspecified lower leg, initial encounter"
N3941,Urge incontinence
H9191,"Unspecified hearing loss, right ear"
H7391,"Unspecified disorder of tympanic membrane, right ear"
H35032,"Hypertensive retinopathy, left eye"
S59002A,"Unsp physeal fracture of lower end of ulna, left arm, init"
K820,Obstruction of gallbladder
S92311A,"Disp fx of first metatarsal bone, right foot, init"
W16522A,"Jump/div into swim pool strk bottom causing oth injury, init"
S1201XA,"Stable burst fracture of first cervical vertebra, init"
S86092A,"Other specified injury of left Achilles tendon, init encntr"
S23171A,"Dislocation of T12/L1 thoracic vertebra, initial encounter"
O99613,"Diseases of the dgstv sys comp pregnancy, third trimester"
M00032,"Staphylococcal arthritis, left wrist"
S71102A,"Unspecified open wound, left thigh, initial encounter"
L02622,Furuncle of left foot
V545XXA,"Driver of pk-up/van injured in clsn w hv veh in traf, init"
S61207A,"Unsp open wound of l little finger w/o damage to nail, init"
X110XXA,"Contact with hot water in bath or tub, initial encounter"
S92315A,"Nondisp fx of first metatarsal bone, left foot, init"
S0240CB,"Maxillary fracture, right side, 7thB"
S52092B,"Oth fx upper end of left ulna, init for opn fx type I/2"
S42432A,"Disp fx (avulsion) of lateral epicondyle of l humerus, init"
S22051A,"Stable burst fracture of T5-T6 vertebra, init for clos fx"
O902,Hematoma of obstetric wound
S43001A,"Unspecified subluxation of right shoulder joint, init encntr"
G8382,Anterior cord syndrome
Q453,Oth congenital malformations of pancreas and pancreatic duct
N882,Stricture and stenosis of cervix uteri
S91351A,"Open bite, right foot, initial encounter"
M00061,"Staphylococcal arthritis, right knee"
L080,Pyoderma
R6251,Failure to thrive (child)
T420X1A,"Poisoning by hydantoin derivatives, accidental, init"
L282,Other prurigo
S72144A,"Nondisplaced intertrochanteric fracture of right femur, init"
M67472,"Ganglion, left ankle and foot"
M7742,"Metatarsalgia, left foot"
M7741,"Metatarsalgia, right foot"
S92012A,"Disp fx of body of left calcaneus, init for clos fx"
M8580,"Oth disrd of bone density and structure, unspecified site"
L02219,"Cutaneous abscess of trunk, unspecified"
S0103XA,"Puncture wound without foreign body of scalp, init encntr"
S32415A,"Nondisp fx of anterior wall of left acetabulum, init"
S32425A,"Nondisp fx of posterior wall of left acetabulum, init"
S0572XA,"Avulsion of left eye, initial encounter"
S93122A,"Dislocation of MTP joint of left great toe, init"
V570XXA,"Drvr of pk-up/van inj in clsn w statnry object nontraf, init"
S60417A,"Abrasion of left little finger, initial encounter"
O30041,"Twin pregnancy, dichorionic/diamniotic, first trimester"
W5551XA,"Bitten by raccoon, initial encounter"
S31610A,"Lac w/o fb of abd wall, r upper q w penet perit cav, init"
T23042A,"Burn of unsp deg mult left fingers (nail), inc thumb, init"
G0400,"Acute disseminated encephalitis and encephalomyelitis, unsp"
S7292XB,"Unsp fracture of left femur, init for opn fx type I/2"
S63275A,"Dislocation of unsp interphaln joint of l rng fngr, init"
S00532A,"Contusion of oral cavity, initial encounter"
K594,Anal spasm
R3912,Poor urinary stream
I82403,"Acute embolism and thombos unsp deep veins of low extrm, bi"
F4000,"Agoraphobia, unspecified"
H33311,"Horseshoe tear of retina without detachment, right eye"
L730,Acne keloid
S00451A,"Superficial foreign body of right ear, initial encounter"
V4301XA,"Car driver injured in collision w SUV nontraf, init"
S91052A,"Open bite, left ankle, initial encounter"
F3164,"Bipolar disord, crnt episode mixed, severe, w psych features"
H7293,"Unspecified perforation of tympanic membrane, bilateral"
I677,"Cerebral arteritis, not elsewhere classified"
K50113,Crohn's disease of large intestine with fistula
G4484,Primary exertional headache
L501,Idiopathic urticaria
S82192B,"Oth fx upper end of left tibia, init for opn fx type I/2"
X93XXXA,"Assault by handgun discharge, initial encounter"
Y92092,Bedroom in oth non-institutional residence as place
Y9263,Factory as the place of occurrence of the external cause
K710,Toxic liver disease with cholestasis
S36430A,"Laceration of duodenum, initial encounter"
M8468XA,"Pathological fracture in oth disease, oth site, init for fx"
H8302,"Labyrinthitis, left ear"
H02052,Trichiasis without entropion right lower eyelid
K9410,"Enterostomy complication, unspecified"
D460,"Refractory anemia without ring sideroblasts, so stated"
M9731XA,"Periprosth fx around internal prosth r shoulder jt, init"
Z0100,Encounter for exam of eyes and vision w/o abnormal findings
Q433,Congenital malformations of intestinal fixation
F15280,Oth stimulant dependence w stim-induce anxiety disorder
T23021A,"Burn unsp degree of single r finger except thumb, init"
C9230,"Myeloid sarcoma, not having achieved remission"
D470,Histiocytic and mast cell tumors of uncertain behavior
T528X1A,"Toxic effect of organic solvents, accidental, init"
I63511,Cereb infrc d/t unsp occls or stenos of right mid cereb art
C762,Malignant neoplasm of abdomen
S76892A,"Inj musc/fasc/tend at thigh level, left thigh, init encntr"
Y92488,Oth paved roadways as place
S61223A,"Laceration w fb of l mid finger w/o damage to nail, init"
M363,Arthropathy in other blood disorders
T40991A,"Poisoning by oth psychodyslept, accidental, init"
T5291XA,"Toxic effect of unsp organic solvent, accidental, init"
Z432,Encounter for attention to ileostomy
N178,Other acute kidney failure
S81052A,"Open bite, left knee, initial encounter"
S86902A,"Unsp inj unsp musc/tend at lower leg level, left leg, init"
H8301,"Labyrinthitis, right ear"
L97512,Non-prs chronic ulcer oth prt right foot w fat layer exposed
V264XXA,"Mtrcy driver injured in clsn w nonmtr vehicle in traf, init"
B9681,Helicobacter pylori as the cause of diseases classd elswhr
Z2089,Contact w and exposure to oth communicable diseases
T83010A,"Breakdown (mechanical) of cystostomy catheter, init encntr"
H53131,"Sudden visual loss, right eye"
H47011,"Ischemic optic neuropathy, right eye"
M7591,"Shoulder lesion, unspecified, right shoulder"
Z4901,Encounter for fit/adjst of extracorporeal dialysis catheter
T24632A,"Corrosion of second degree of left lower leg, init encntr"
M62111,"Other rupture of muscle (nontraumatic), right shoulder"
J9572,Acc pnctr & lac of a resp sys org during oth procedure
S52502H,"Unsp fx the low end l rad, 7thH"
S81812D,"Laceration without foreign body, left lower leg, subs encntr"
W131XXA,"Fall from, out of or through bridge, initial encounter"
T39392A,"Poisn by oth nonsteroid anti-inflam drugs, self-harm, init"
S42135A,"Nondisp fx of coracoid process, left shoulder, init"
N3592,"Unspecified urethral stricture, female"
K630,Abscess of intestine
S52022B,"Disp fx of olecran pro w/o intartic extn l ulna, 7thB"
T71161A,"Asphyxiation due to hanging, accidental, initial encounter"
Z022,Encounter for exam for admission to residential institution
V4393XA,"Unsp car occ injured in clsn w pick-up truck in traf, init"
Y904,Blood alcohol level of 80-99 mg/100 ml
F15950,"Oth stim use, unsp w stim-induce psych disorder w delusions"
S92061B,"Displaced intartic fracture of r calcaneus, init for opn fx"
C8410,"Sezary disease, unspecified site"
N6312,"Unspecified lump in the right breast, upper inner quadrant"
S76102A,"Unsp injury of left quadriceps musc/fasc/tend, init"
S63630A,"Sprain of interphalangeal joint of right index finger, init"
S56194A,"Inj flexor musc/fasc/tend l mid finger at forarm lv, init"
Z4682,Encounter for fit/adjst of non-vascular catheter
R162,"Hepatomegaly with splenomegaly, not elsewhere classified"
S31811S,"Laceration without foreign body of right buttock, sequela"
S31811A,"Laceration w/o foreign body of right buttock, init encntr"
A858,Other specified viral encephalitis
M84511A,"Path fracture in neoplastic disease, r shoulder, init"
F10929,"Alcohol use, unspecified with intoxication, unspecified"
O1415,"Severe pre-eclampsia, complicating the puerperium"
M80861A,"Oth osteopor w current path fracture, r low leg, init"
S50852A,"Superficial foreign body of left forearm, initial encounter"
K581,Irritable bowel syndrome with constipation
S00522A,"Blister (nonthermal) of oral cavity, initial encounter"
C8515,"Unsp B-cell lymphoma, nodes of ing region and lower limb"
S42332A,"Displaced oblique fx shaft of humerus, left arm, init"
Z4541,Encounter for adjustment and management of CSF drain dev
T85730A,"I/I react d/t ventricular intracranial shunt, init"
V00111A,"Fall from in-line roller-skates, initial encounter"
S78912A,"Complete traum amp of left hip and thigh, level unsp, init"
T25121A,"Burn of first degree of right foot, initial encounter"
Y93E5,"Activity, floor mopping and cleaning"
L942,Calcinosis cutis
S14154A,"Oth incomplete lesion at C4, init"
S52041A,"Disp fx of coronoid process of right ulna, init for clos fx"
S92402A,"Displaced unsp fracture of left great toe, init for clos fx"
S63613A,"Unspecified sprain of left middle finger, initial encounter"
T8741,"Infection of amputation stump, right upper extremity"
S3669XA,"Other injury of rectum, initial encounter"
W67XXXA,"Accidental drown while in swimming-pool, init"
S83511A,"Sprain of anterior cruciate ligament of right knee, init"
S82044A,"Nondisplaced comminuted fracture of right patella, init"
S81841A,"Puncture wound w foreign body, right lower leg, init encntr"
S12200B,"Unsp disp fx of third cervical vertebra, init for opn fx"
M06871,"Other specified rheumatoid arthritis, right ankle and foot"
O99619,"Diseases of the dgstv sys comp pregnancy, unsp trimester"
T8141XD,"Infct fol a proc, superfic incisional surgical site, subs"
S59811A,"Other specified injuries right forearm, initial encounter"
Z91012,Allergy to eggs
R295,Transient paralysis
S5781XA,"Crushing injury of right forearm, initial encounter"
N4342,"Spermatocele of epididymis, multiple"
I400,Infective myocarditis
S62325A,"Disp fx of shaft of fourth metacarpal bone, left hand, init"
C8281,"Oth types of foliclar lymph, nodes of head, face, and neck"
M24461,"Recurrent dislocation, right knee"
O24912,"Unspecified diabetes mellitus in pregnancy, second trimester"
H7191,"Unspecified cholesteatoma, right ear"
O0487,Sepsis following (induced) termination of pregnancy
T45525A,"Adverse effect of antithrombotic drugs, initial encounter"
S92491A,"Oth fracture of right great toe, init for clos fx"
L7601,"Intraop hemor/hemtom of skin, subcu comp a dermatologic proc"
S52613A,"Disp fx of unsp ulna styloid process, init for clos fx"
Z943,Heart and lungs transplant status
S61132A,"Pnctr w/o foreign body of left thumb w damage to nail, init"
N4829,Other inflammatory disorders of penis
Z435,Encounter for attention to cystostomy
S76902A,"Unsp inj unsp musc/fasc/tend at thi lev, left thigh, init"
S83095A,"Other dislocation of left patella, initial encounter"
S60445A,"External constriction of left ring finger, initial encounter"
G528,Disorders of other specified cranial nerves
T441X5A,"Adverse effect of other parasympathomimetics, init encntr"
T24101A,"Burn 1st deg of unsp site right lower limb, ex ank/ft, init"
M60851,"Other myositis, right thigh"
H838X3,"Other specified diseases of inner ear, bilateral"
F16159,"Hallucinogen abuse w psychotic disorder, unsp"
S41152A,"Open bite of left upper arm, initial encounter"
T730XXA,"Starvation, initial encounter"
C8408,"Mycosis fungoides, lymph nodes of multiple sites"
C8409,"Mycosis fungoides, extranodal and solid organ sites"
L97929,Non-prs chronic ulc unsp prt of l low leg w unsp severity
G43119,"Migraine with aura, intractable, without status migrainosus"
S066X7A,"Traum subrac hem w LOC w death d/t brain inj bf consc, init"
I241,Dressler's syndrome
Z942,Lung transplant status
I674,Hypertensive encephalopathy
S90454A,"Superficial foreign body, right lesser toe(s), init encntr"
M19022,"Primary osteoarthritis, left elbow"
S42024A,"Nondisp fx of shaft of right clavicle, init for clos fx"
D803,Selective deficiency of immunoglobulin G [IgG] subclasses
