icd_code,icd_title
605,PHIMOSIS AND REDUNDANT PREPUCE
8171,MULTIPLE FX HAND-OPEN
1975,SEC MALIG NEO LG BOWEL
36522,ACUTE ANGL-CLOS GLAUCOMA
V4561,CATARACT EXTRACTION STATUS
53901,INFECTION DUE TO GASTRIC BAND PROCEDURE
E0050,ACTIVITIES INVOLVING DANCING
53012,ACUTE ESOPHAGITIS
0780,MOLLUSCUM CONTAGIOSUM
30441,AMPHETAMIN DEPEND-CONTIN
E8191,TRAFFIC ACC NOS-PASNGR
1578,MALIG NEO PANCREAS NEC
0700,HEPATITIS A WITH COMA
7871,HEARTBURN
38401,BULLOUS MYRINGITIS
E9338,ADV EFF SYSTEMIC AGT NEC
E8160,LOSS CONTROL MV ACC-DRIV
60785,PEYRONIE'S DISEASE
29520,CATATONIA-UNSPEC
0400,GAS GANGRENE
86389,GI INJURY NEC-CLOSED
3361,VASCULAR MYELOPATHIES
64243,MILD/NOS PREECLAMP-ANTEP
3093,ADJUST REACT-CONDUCT DIS
42769,PREMATURE BEATS NEC
81403,"FX TRIQUETRAL, WRIST-CL"
53641,INFECTION OF GASTROSTOMY
6945,PEMPHIGOID
9754,POISONING-ANTITUSSIVES
E8586,ACC POISN-MUSCL/RESP AGT
5305,DYSKINESIA OF ESOPHAGUS
59960,"URINARY OBSTRUCTION, UNSPECIFIED"
2409,GOITER NOS
44022,ATHEROSCLEROSIS-EXT-REST PAIN
9145,INSECT BITE HAND-INFECT
73001,AC OSTEOMYELITIS-SHLDER
82523,FX CUBOID-CLOSED
04185,OTHER GRAM NEGATIVE INFECTION
57451,CHOLEDOCHLITH NOS W OBST
4809,VIRAL PNEUMONIA NOS
34682,"OTHER FORMS OF MIGRAINE, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITH STATUS MIGRAINOSUS"
9529,SPINAL CORD INJURY NOS
8075,FX LARYNX/TRACHEA-CLOSED
53019,OTHER ESOPHAGITIS
E8792,ABN REACT-RADIOTHERAPY
8678,PELVIC ORGAN INJ NOS-CL
8460,SPRAIN LUMBOSACRAL
82330,FX TIBIA SHAFT-OPEN
81382,FRACTURE ULNA NOS-CLOSED
V9089,OTHER SPECIFIED RETAINED FOREIGN BODY
7455,SECUNDUM ATRIAL SEPT DEF
7454,VENTRICULAR SEPT DEFECT
4148,CHR ISCHEMIC HRT DIS NEC
80022,CL SKULL VLT FX-BRF COMA
9308,FOREIGN BDY EXT EYE NEC
E9224,AIR GUN ACCIDENT
9992,VASC COMP MED CARE NEC
E8797,ABN REACT-BLOOD SAMPLING
72782,CALCIUM DEPOSIT TENDON
5570,AC VASC INSUFF INTESTINE
E9303,ADV EFF ERYTHROMYCIN
9141,ABRASION HAND-INFECTED
5790,CELIAC DISEASE
80170,OP SKL BASE FX/MENIN HEM
34489,OTH SPEC PARALYTIC SYNDROME
8786,OPEN WOUND OF VAGINA
V2542,IUD SURVEILLANCE
3670,HYPERMETROPIA
E9065,BITE BY UNSPECIFIED ANIMAL
E9361,ADV EFF HYDANTOIN DERIV
86401,LIVER HEMATOMA/CONTUSION
71954,JT STIFFNESS NEC-HAND
V5866,LONG-TERM (CURRENT) USE OF ASPIRIN
29900,INFANTILE AUTISM-ACTIVE
3899,HEARING LOSS NOS
E8495,ACCID ON STREET/HIGHWAY
E0008,OTHER EXTERNAL CAUSE STATUS
64113,PLACEN PREV HEM-ANTEPART
81203,FX GR TUBEROS HUMERUS-CL
71105,PYOGEN ARTHRITIS-PELVIS
9162,BLISTER HIP & LEG
8901,OPEN WND HIP/THIGH-COMPL
60883,MALE GEN VASCUL DIS NEC
7109,DIFF CONNECT TIS DIS NOS
7108,DIFF CONNECT TIS DIS NEC
7101,SYSTEMIC SCLEROSIS
3343,CEREBELLAR ATAXIA NEC
45352,CHRONIC VENOUS EMBOLISM AND THROMBOSIS OF DEEP VESSELS OF DISTAL LOWER EXTREMITY
8251,FRACTURE CALCANEUS-OPEN
53530,ALCOHOL GASTRITIS-NO HEMORRHAGE
47831,VOCAL PARAL UNILAT PART
4441,THORACIC AORTIC EMBOLISM
3558,MONONEURITIS LEG NOS
29624,MAJ DEPRESSION-SEV W/PSYCH
29634,RECUR MAJ DEPRESSION W/PSCYH
53540,GASTRITIS NEC-NO HEMORRHAGE
20400,"ACUTE LYMPHOID LEUKEMIA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
33720,REFLEX SYMP DYSTROPHY UNSPEC
E9391,ADV EFF PHENOTHIAZ TRANQ
53110,AC STOMACH ULCER W PERF
2392,BONE/SKIN NEOPLASM NOS
83500,DISLOCAT HIP NOS-CLOSED
E9051,VENOMOUS SPIDER BITE
7088,URTICARIA NEC
55320,VENTRAL HERNIA NOS
37924,VITREOUS OPACITIES NEC
E8851,"FALL FROM ROLLER SKATES,HEELIES/WHEELIES"
78869,OTHER ABNORMALITY URINATION
29660,"BIPOL AFF, MIXED-UNSPEC"
7859,CARDIOVAS SYS SYMP NEC
32723,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC)
E9670,CHILD/ADULT AB-FATHER/STEPFATH
5220,PULPITIS
2979,PARANOID STATE NOS
72291,DISC DIS NEC/NOS-CERV
71903,JOINT EFFUSION-FOREARM
3332,MYOCLONUS
9238,MULTIPLE CONTUSION ARM
80236,FX SYMPHY MANDIB BDY-OPN
9011,INJ INNOMIN/SUBCLAV ART
81010,FX CLAVICLE NOS-OPEN
E9192,LIFTING MACHINE ACCIDENT
9588,EARLY COMPLIC TRAUMA NEC
3315,IDIOPATHIC NORMAL PRESSURE HYDROCEPHALUS
94516,1ST DEG BURN THIGH
36816,PSYCHOPHYSIC VISUAL DIST
5289,ORAL SOFT TISSUE DIS NEC
1913,MAL NEO PARIETAL LOBE
38589,DIS MID EAR/MASTOID NEC
73026,OSTEOMYELITIS NOS-L/LEG
E8131,MV-OTH VEH COLL-PASNGR
86810,INTRA-ABDOM INJ NOS-OPEN
V0254,CARRIER OR SUSPECTED CARRIER OF METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
79989,OTHER ILL-DEFINED CONDITIONS
88013,OPEN WND UPPER ARM-COMPL
V9010,"RETAINED METAL FRAGMENTS, UNSPECIFIED"
7910,PROTEINURIA
75733,CONG SKIN PIGMENT ANOMAL
20260,MAL MASTOCYTOSIS UNSPEC
37489,DISORDERS OF EYELID NEC
E9650,ASSAULT-HANDGUN
3089,ACUTE STRESS REACT NOS
5238,PERIODONTAL DISEASE NEC
7892,SPLENOMEGALY
37331,ECZEM DERMATITIS EYELID
67144,DEEP VEIN THROMB-POSTPAR
72751,POPLITEAL SYNOVIAL CYST
82310,FX UPPER END TIBIA-OPEN
1987,SECOND MALIG NEO ADRENAL
2538,PITUITARY DISORDER NEC
95913,FX. CORPUS CAVERNOSUM OF PENIS
94522,2ND DEG BURN FOOT
94426,2 DEG BURN BACK OF HAND
V745,SCREEN FOR VENERAL DIS
64783,INFECT DIS NEC-ANTEPART
E0080,ACTIVITIES INVOLVING BOXING
70712,ULCER OF CALF
44389,PERIPH VASCULAR DIS NEC
1469,MALIG NEO OROPHARYNX NOS
84510,SPRAIN OF FOOT NOS
6100,SOLITARY CYST OF BREAST
63380,OTHER ECTOPIC PREGNANCY WITHOUT INTRAUTERINE PREGNANCY
20890,"UNSPECIFIED LEUKEMIA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
80222,SUBCONDYLAR FX MANDIB-CL
78262,FLUSHING
9032,INJURY RADIAL VESSELS
E9461,ADV EFF ANTIPRURITICS
V551,ATTEN TO GASTROSTOMY
94509,BURN NOS LEG-MULTIPLE
2148,LIPOMA NEC
E8210,OTH OFF-ROAD MV ACC-DRIV
E0109,OTHER ACTIVITY INVOLVING OTHER MUSCLE STRENGTHENING EXERCISES
3732,CHALAZION
59651,HYPERTONICITY OF BLADDER
7993,DEBILITY NOS
2706,DIS UREA CYCLE METABOL
4290,MYOCARDITIS NOS
4160,PULMONARY HYPERTENSION
E9261,INFRA-RED APPL RAD EXOS
V1004,HX OF GASTRIC MALIGNANCY
4233,CARDIAC TAMPONADE
37313,ABSCESS OF EYELID
34510,GEN CONVULSIVE EPILEPSY WITHOUT INTRACTABLE EPILEPSY
E8869,FALL ON LEVEL NEC/NOS
81400,FX CARPAL BONE NOS-CLOSE
95914,OTHER INJURY OF EXTERNAL GENITALS
E8289,RIDDEN ANIM ACC-PERS NOS
94524,2ND DEG BURN LOWER LEG
1119,DERMATOMYCOSIS NOS
E9496,ADV EFF VIRAL VACC NEC
80238,FX MANDIBLE BODY NEC-OPN
78951,MALIGNANT ASCITES
75312,"POLYCYSTIC KIDNEY, UNSPEC TYPE"
9961,MALFUNC VASC DEVICE/GRAF
56032,FECAL IMPACTION
8245,FX BIMALLEOLAR-OPEN
44409,OTHER ARTERIAL EMBOLISM AND THROMBOSIS OF ABDOMINAL AORTA
87361,OPEN WOUND BUCCAL MUCOSA
9790,POISON-SMALLPOX VACCINE
4210,AC/SUBAC BACT ENDOCARD
78864,URINARY HESITANCY 
1844,MALIGN NEOPL VULVA NOS
1966,MAL NEO LYMPH-INTRAPELV
2462,CYST OF THYROID
936,FOREIGN BODY IN INTESTINE & COLON
9880,TOXIC EFF FISH/SHELLFISH
E8652,ACC POISON-FISH NEC
81306,FX RADIUS NECK-CLOSED
6805,CARBUNCLE OF BUTTOCK
6144,CHRONIC PARAMETRITIS
3430,CONGENITAL DIPLEGIA
V7109,OBSERV-MENTAL COND NEC
V5830,ENCOUNTER FOR CHANGE OR REMOVAL OF NONSURGICAL WOUND DRESSING
7899,ABDOMEN/PELVIS SYMP NEC
30181,NARCISSISTIC PERSONALITY
30019,FACTITIOUS ILL NEC/NOS
86229,INTRATHORACIC INJ NEC-CL
29653,"BIPOL AFF, DEPR-SEVERE"
94219,1ST DEG BURN TRUNK NEC
7102,SICCA SYNDROME
04189,OTHER SPEC BACTERIA INFECTION
V011,TUBERCULOSIS CONTACT
4564,SCROTAL VARICES
64943,"EPILEPSY COMPLICATING PREGNANCY, CHILDBIRTH, OR THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
9982,ACCIDENTAL OP LACERATION
9138,SUPERF INJ FOREARM NEC
9168,SUPERFIC INJ HIP/LEG NEC
53089,OTHER SPEC DISORDER ESOPHAGUS
29699,OTHER SPECIFIED EPISODIC MOOD DISORDER
V553,ATTEN TO COLOSTOMY
30411,BARBITURAT DEPEND-CONTIN
193,CA THYROID
V1089,HX OF MALIGNANCY NEC
1639,MALIG NEOPL PLEURA NOS
E8177,MV BRD/ALIGHT-PEDESTRIAN
1369,INFECT/PARASITE DIS NOS
6931,DERMAT D/T FOOD INGEST
2410,NONTOX UNINODULAR GOITER
6040,ORCHITIS WITH ABSCESS
1560,MALIG NEO GALLBLADDER
7200,ANKYLOSING SPONDYLITIS
87352,OPEN WND FOREHEAD-COMPL
1349,INFESTATION NOS
E0010,"ACTIVITIES INVOLVING WALKING, MARCHING AND HIKING"
80231,FX CONDYL PROC MAND-OPEN
80235,FX ANGLE OF JAW-OPEN
470,DEVIATED NASAL SEPTUM
E8250,MV N-TRAFF ACC NEC-DRIV
9919,EFFECT REDUCED TEMP NOS
4238,PERICARDIAL DISEASE NEC
5060,FUM/VAPOR BRONC/PNEUMON
E8529,ACC POISON-SEDATIVES NOS
81250,FX LOWER HUMER NOS-OPEN
33111,PICK'S DISEASE
33119,OTHER FRONTOTEMPORAL DEMENTIA
05443,H SIMPLEX KERATITIS
2830,AUTOIMMUN HEMOLYTIC ANEM
J45901,Unspecified asthma with (acute) exacerbation
99988,OTHER INFUSION REACTION
E9249,HOT SUBSTANCE ACCID NOS
8850,AMPUTATION THUMB
64843,MENTAL DISORDER-ANTEPART
8021,NASAL BONE FX-OPEN
36604,NUCLEAR CATARACT
72690,"ENTHESOPATHY, SITE NOS"
81249,FX LOWER HUMERUS NEC-CL
82531,FX ASTRAGALUS-OPEN
81392,FRACTURE ULNA NOS-OPEN
E0029,OTHER ACTIVITY INVOLVING WATER AND WATERCRAFT
09955,CHLAMYDIA TRACH UNSPEC GU SITE
3708,KERATITIS NEC
4820,K. PNEUMONIAE PNEUMONIA
E9466,ADV EFF ENT ANTI-INF/DRG
80021,CL SKL VLT FX/HEMORR W/O LOC
80230,MANDIBLE FX NOS-OPEN
6273,ATROPHIC VAGINITIS
932,FOREIGN BODY IN NOSE
86353,DESCENDING COLON INJ-OPN
E0079,OTHER ACTIVITY INVOLVING OTHER SPORTS AND ATHLETES PLAYED AS A TEAM OR GROUP
1320,PEDICULUS CAPITIS
E9430,ADV EFF ANTACIDS
56782,SCLEROSING MESENTERITIS
92820,CRUSHING INJURY FOOT
82524,"FX CUNEIFORM, FOOT-CLOS"
73025,OSTEOMYELITIS NOS-PELVIS
46450,"UNSPECIFIED SUPRAGLOTTIS, WITHOUT MENTION OF OBSTRUCTION"
51900,UNSPEC TRACHEOSTOMY COMPLIC
36284,RETINAL ISCHEMIA
85182,BRAIN LAC NEC-BRIEF COMA
3559,MONONEURITIS NOS
8247,FX TRIMALLEOLAR-OPEN
7310,OSTEITIS DEFORMANS NOS
94118,1ST DEG BURN NECK
69281,COSMETIC DERMATITIS
80076,OPN SKUL VLT FX-COMA NOS
1251,MALAYAN FILARIASIS
3241,INTRASPINAL ABSCESS
04109,OTHER STREPTOCOCCUS
E8704,ACC CUT/HEM W SCOPE EXAM
4590,HEMORRHAGE NOS
1961,MAL NEO LYMPH-INTRATHOR
9134,INSECT BITE FOREARM
64103,PLACENTA PREVIA-ANTEPART
3643,IRIDOCYCLITIS NOS
E8179,MV BOARD/ALIGHT-PERS NOS
81380,FX FOREARM NOS-CLOSED
E9398,ADV EFF PSYCHOTROPIC NEC
34982,TOXIC ENCEPHALOPATHY
2651,THIAMINE DEFIC NEC/NOS
8770,OPEN WOUND OF BUTTOCK
94526,2ND DEG BURN THIGH
937,FOREIGN BODY IN ANUS & RECTUM
71598,OSTEOARTHRO NOS-OTH SITE
01190,PULMONARY TB NOS-UNSPEC
E9364,ADV EFF ANTI-PARKINSON
3080,"STRESS REACT, EMOTIONAL"
71107,PYOGEN ARTHRITIS-ANKLE
E9570,SUIC-JUMP FROM RESIDENCE
1419,MALIG NEO TONGUE NOS
5277,SALIVARY SECRETION DIS
E8129,MV COLLIS NOS-PERS NOS
37021,PUNCTATE KERATITIS
70722,"PRESSURE ULCER, STAGE II"
70721,"PRESSURE ULCER, STAGE I"
59972,MICROSCOPIC HEMATURIA
75651,OSTEOGENESIS IMPERFECTA
E8912,FIRE IN BLDG-FUMES NOS
E9444,ADV EFF DIURETICS NEC
42761,ATRIAL PREMATURE BEATS
20502,"ACUTE MYELOID LEUKEMIA, IN RELAPSE"
4219,AC/SUBAC ENDOCARDIT NOS
E8182,MV TRAFF ACC NEC-MOCYCL
82130,FX LOW END FEMUR NOS-OPN
81332,FX ULNA SHAFT-OPEN
3591,HERED PROG MUSC DYSTRPHY
41410,ANEURYSM OF HEART
53020,ULCER OF ESOPHAGUS W/O BLEEDING
81101,"FX SCAPUL, ACROM PROC-CL"
7211,CERV SPONDYL W MYELOPATH
6980,PRURITUS ANI
8370,DISLOCATION ANKLE-CLOSED
V5419,AFTERCARE FOR HEALING FX OF OTHER BONE
53560,DUODENITIS-NO HEMORRHAGE
9330,FOREIGN BODY IN PHARYNX
7384,ACQ SPONDYLOLISTHESIS
36230,RETINAL VASC OCCLUS NOS
56889,PERITONEAL DISORDER NEC
64323,LATE VOMIT PREG-ANTEPART
67084,"OTHER MAJOR PUERPERAL INFECTION, POSTPARTUM CONDITION OR COMPLICATION"
4010,ACCELERATED HYPERTENSION
83650,DISLOCAT KNEE NOS-CLOSED
82312,FX UP TIBIA W FIBULA-OPN
6141,CHR SALPINGO-OOPHORITIS
5819,NEPHROTIC SYNDROME NOS
3313,COMMUNICAT HYDROCEPHALUS
6260,ABSENCE OF MENSTRUATION
41090,"MYOCARDIAL INFARCTION NOS, UNSPEC EPISODE OF CARE"
5528,"HERNIA, SITE NEC W OBSTR"
33910,"TENSION TYPE HEADACHE, UNSPECIFIED"
71961,JOINT SYMPTOM NEC-SHLDER
27661,TRANSFUSION ASSOCIATED CIRCULATORY OVERLOAD
88112,OPEN WOUND WRIST-COMPLIC
99989,OTHER TRANSFUSION REACTION
45184,PHLEBITIS/THROMBOPHLEBITIS UE
87340,OPEN WOUND OF FACE NOS
5538,HERNIA NEC
08882,BABESIOSIS
9941,DROWNING/NONFATAL SUBMER
E9102,SWIMMING ACCIDENT NOS
52540,"COMPLETE EDENTULISM, UNSPECIFIED"
52511,LOSS OF TEETH DUE TO TRAUMA
34570,EPILEPSIA PARTIAL CONTINUA WITHOUT INTRACTABLE EPILEPSY
9189,SUPERFICIAL INJ EYE NEC
84512,SPRAIN METATARSOPHALANG
9131,ABRASION FOREARM-INFECT
99689,COMP OTH ORGAN TRANSPLNT
2115,BEN NEO LIVER/BILE DUCTS
1323,MIXED PEDICUL & PHTHIRUS
E9330,ADV EFF ANALLRG/ANTEMET
61172,LUMP OR MASS IN BREAST
9144,INSECT BITE HAND
29383,ORGANIC AFFECTIVE SYND
45621,ESOPH VARICE OTH DIS NOS
99632,MALFUNCTION IUD
73382,NONUNION OF FRACTURE
73012,CHR OSTEOMYELIT-UP/ARM
78933,ABDOM/PELVIC SWELL/MASS RLQ
V554,ATTEN TO ENTEROSTOMY NEC
80051,OPN SKUL VLT FX W/O COMA
V054,VARICELLA VACCINATION
V8731,CONTACT WITH AND (SUSPECTED) EXPOSURE TO MOLD
2888,WBC DISEASE NEC
72661,PES ANSERINUS TENDINITIS
3442,DIPLEGIA OF UPPER LIMBS
4110,POST MI SYNDROME
E9018,EXCESSIVE COLD NEC
28959,SPLEEN DISEASE NEC
3719,CORNEAL DISORDER NOS
E9323,ADV EFF INSULIN/ANTIDIAB
9010,INJURY THORACIC AORTA
80706,FRACTURE SIX RIBS-CLOSED
7916,ACETONURIA
3239,"UNSPECIFIED CAUSES OF ENCEPHALITIS, MYELITIS, AND ENCEPHALOMYELITIS"
7292,NEURALGIA/NEURITIS NOS
1363,PNEUMOCYSTOSIS
85181,BRAIN LACER NEC W/O COMA
78342,DELAYED MILESTONES (IN CHILDHOOD)
E9393,ADV EFF ANTIPSYCHOTC NEC
6150,AC UTERINE INFLAMMATION
9599,INJURY-SITE NOS
8362,TEAR MENISCUS NEC-CURREN
61179,SYMPTOMS IN BREAST NEC
64844,MENTAL DISORDER-POSTPART
83304,DISLOC CARPOMETACARP-CL
V556,ATTEN TO URINOSTOMY NEC
94514,1ST DEG BURN LOWER LEG
37900,SCLERITIS NOS
24900,"SECONDARY DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED, OR UNSPECIFIED"
E9320,ADV EFF CORTICOSTEROIDS
V1250,HX UNSP CIRCULATORY DISEASE
42830,"DIASTOLIC HEART FAILURE,UNSPEC"
E0071,ACTIVITIES INVOLVING AMERICAN FLAG OR TOUCH FOOTBALL
81510,FX METACARPAL NOS-OPEN
9035,INJURY FINGER VESSELS
37520,EPIPHORA NOS
E8668,ACC POIS-SOLID/LIQ NEC
6248,NONINFLAM DIS VULVA NEC
82123,SUPRACONDYL FX FEMUR-CL
99590,"SYSTEMIC INFLAMMATORY RESPONSE SYNDROME, UNSPECIFIED"
63511,LEGAL ABORT W HEMORR-INC
5724,HEPATORENAL SYNDROME
30570,AMPHETAMINE ABUSE-UNSPEC
32713,RECURRENT HYPERSOMNIA
V7242,"PREGNANCY EXAMINATION OR TEST, POSITIVE RESULT"
80351,OPN SKUL FX NEC W/O COMA
5772,PANCREAT CYST/PSEUDOCYST
59654,NEUROGENIC BLADDER
73024,OSTEOMYELITIS NOS-HAND
81315,FX RADIUS HEAD-OPEN
36011,SYMPATHETIC UVEITIS
99569,ANAPHYLACTIC REACTION DUE TO OTHER SPECIFIED FOOD
30421,COCAINE DEPEND-CONTIN
71580,OSTEOARTHROSIS-MULT SITE
9820,TOXIC EFFECT BENZENE
E8624,ACC POISN-SOLVENTS NEC
9949,EFFECT EXTERNAL CAUS NEC
E896,BURN ACC IN BLDG NEC
5379,GASTRODUODENAL DIS NOS
73679,ACQ ANKLE-FOOT DEF NEC
1727,MALIG MELANOMA LEG
2819,DEFICIENCY ANEMIA NOS
51889,OTHER LUNG DISEASE NEC
5852,"CHRONIC KIDNEY DISEASE, STAGE II (MILD)"
28411,ANTINEOPLASTIC CHEMOTHERAPY INDUCED PANCYTOPENIA
82110,FX FEMUR NOS-OPEN
38600,"MENIERE'S DISEASE, UNSPECIFIED"
9947,ASPHYXIATION/STRANGULAT
70707,"PRESSURE ULCER, HEEL"
94214,1ST DEG BURN BACK
V426,LUNG TRANSPLANT STATUS
57411,CHOLELITH/GB INF NEC-OBS
E8588,ACC POISONING-DRUG NEC
37040,KERATOCONJUNCTIVITIS NOS
30501,ALCOHOL ABUSE-CONTINUOUS
1990,MALIG NEO DISSEMINATED
1588,MAL NEO PERITONEUM NEC
9152,BLISTER FINGER
1123,CUTANEOUS CANDIDIASIS
1479,MAL NEO NASOPHARYNX NOS
37810,EXOTROPIA NOS
28950,SPLEEN DISEASE NOS
V4369,OTHER JOINT REPLACEMENT
V1079,HX-LYMPHATIC MALIGN NEC
72612,BICIPITAL TENOSYNOVITIS
96973,POISONING BY METHYLPHENIDATE
53500,ACUTE GASTRITIS-NO HEMORRHAGE
7962,ELEV BL PRES W/O HYPERTN
9712,POISON-SYMPATHOMIMETICS
E8555,ACC POISON-ADRENERGICS
73621,BOUTONNIERE DEFORMITY
4570,POSTMASTECT LYMPHEDEMA
70709,"PRESSURE ULCER, OTHER SITE"
73015,CHR OSTEOMYELIT-PELVIS
72781,CONTRACTURE OF TENDON
4409,ATHEROSCLEROSIS NOS
1540,MAL NEO RECTOSIGMOID JCT
61689,"OTHER INFLAMMATORY DISEASE OF CERVIX, VAGINA AND VULVA"
9729,POIS-CARDIOVASC AGT NEC
9743,POISONING-SALURETICS
5692,RECTAL & ANAL STENOSIS
36812,TRANSIENT VISUAL LOSS
25070,DIAB CIRCULAT DIS ADULT
81220,FX HUMERUS NOS-CLOSED
8708,OPN WND OCULAR ADNEX NEC
9692,POIS-BUTYROPHENONE TRANQ
65683,FET/PLAC PROB NEC-ANTEPA
E8548,ACC POISON PSYCHOTROPIC AGENTS
0538,H ZOSTER COMPLICATED NOS
6143,ACUTE PARAMETRITIS
4264,RT BUNDLE BRANCH BLOCK
82032,SUBTROCHANTERIC FX-OPEN
8840,OPEN WOUND ARM MULT/NOS
30591,DRUG ABUSE NEC-CONTIN
4612,AC ETHMOIDAL SINUSITIS
4611,AC FRONTAL SINUSITIS
99739,OTHER RESPIRATORY COMPLICATIONS
64763,OTH VIRAL DIS-ANTEPARTUM
59389,RENAL & URETERAL DIS NEC
E8187,MV TRAFF ACC NEC-PEDEST
78842,POLYURIA
84212,SPRAIN METACARPOPHALANG
78449,OTHER VOICE AND RESONANCE DISORDERS
30420,COCAINE DEPEND-UNSPEC
72886,NECROTIZING FASCIITIS
25050,DIAB OPHTHAL MANIF ADULT
81610,"FX PHALANX, HAND NOS-OPN"
8058,VERTEBRAL FX NOS-CLOSED
1510,MAL NEO STOMACH CARDIA
E9454,ADV EFF ANTITUSSIVES
V5862,"AFTERCARE, LONG-TERM (CURRENT) USE OF ABX"
8489,SPRAIN NOS
51901,INFECTION OF TRACHEOSTOMY
5264,INFLAMMATION OF JAW
9946,MOTION SICKNESS
E903,TRAVEL AND MOTION
6210,POLYP OF CORPUS UTERI
1719,MAL NEO SOFT TISSUE NOS
3019,PERSONALITY DISORDER NOS
70710,"ULCER OF LOWER LIMB, UNSPECIFIED"
45620,BLEED ESOPH VAR OTH DIS
72889,MUSCLE/LIGAMENT DIS NEC
9989,SURGICAL COMPLICAT NOS
81405,FX TRAPEZIUM BONE-CLOSED
9760,POIS-LOCAL ANTI-INFECT
7271,BUNION
80326,CL SKULL FX NEC-COMA NOS
81013,"FX CLAVIC, ACROM END-OPN"
81231,FX HUMERUS SHAFT-OPEN
27949,"AUTOIMMUNE DISEASE, NOT ELSEWHERE CLASSIFIED"
99851,INFECTED POST-OP SEROMA
81302,FX CORONOID PROC ULNA-CL
650,DELIVERY (NORMAL)
V270,DELIVER-SINGLE LIVEBORN
6079,DISORDER OF PENIS NOS
3940,MITRAL STENOSIS
4551,INT THROMBOS HEMORRHOID
33399,EXTRAPYRAMIDAL DIS NEC
1623,MAL NEO UPPER LOBE LUNG
E9465,ADV EFF EYE ANTI-INF/DRG
E8830,DIVING ACCIDENT
81001,"FX CLAVICL, STERN END-CL"
05444,H SIMPLEX IRIDOCYCLITIS
99677,DUE TO INTERNAL JOINT PROSTHESIS
78001,COMA
E8600,ACC POISN-ALCOHOL BEVRAG
2397,ENDOCRINE/NERV NEO NOS
4532,OTHER VENOUS EMBOLISM AND THROMBOSIS OF INFERIOR VENA CAVA
71699,ARTHROPATHY NOS-MULT
79389,OTHER (ABNORMAL) FINDINGS ON RADIOLOGICAL EXAMINATION OF BREAST
E9411,ADV EFF PARASYMPATHOLYTC
V716,OBSERV-INFLICTED INJ NEC
82133,SUPRACONDYL FX FEMUR-OPN
95210,T1-T6 SPIN CORD INJ NOS
9828,TOXIC EFF NONPETROL SOLV
7210,CERVICAL SPONDYLOSIS
04186,HELICOBACTER PYLORI [H. PYLORI]
8361,TEAR LAT MENISC KNEE-CUR
6072,"INFLAM DIS, PENIS NEC"
7504,ESOPHAGEAL ANOMALY NEC
05321,H ZOSTER KERATOCONJUNCT
3898,HEARING LOSS NEC
05412,HERPETIC ULCER OF VULVA
9802,TOXIC EFF ISOPROPYL ALC
E8603,ACC POISN-ISOPROPYL ALC
4299,HEART DISEASE NOS
4599,CIRCULATORY DISEASE NOS
67454,"PERIPARTUM CARDIOMYOPATHY, POSTPARTUM"
60784,"IMPOTENCE, ORGANIC ORIGN"
9165,INSECT BITE HIP/LEG-INF
80355,OPN SKL FX NEC-DEEP COMA
9463,3RD DEG BURN MULT SITE
8691,INTERNAL INJURY NOS-OPEN
E970,LEGAL INTERVENT-FIREARM
E9855,UNDETERM CIRC-EXPLOSIVE
72660,ENTHESOPATHY OF KNEE NOS
9744,POISONING-DIURETICS NEC
43889,OTHER LATE EFFECT CVA
1535,MALIGNANT NEO APPENDIX
1175,CRYPTOCOCCOSIS
4847,PNEUM IN OTH SYS MYCOSES
36617,MATURE CATARACT
E9681,ASSLT-PUSH FROM HI PLACE
30011,CONVERSION DISORDER
45119,DEEP PHLEBITIS-LEG NEC
E9589,SUICIDE/SELF-INJURY NOS
8731,OPEN WOUND SCALP-COMPL
7222,DISC DISPLACEMENT NOS
60783,EDEMA OF PENIS
6191,"DIGEST-GENIT FISTUL, FEM"
7213,LUMBOSACRAL SPONDYLOSIS
2776,DEFIC CIRCUL ENZYME NEC
64833,DRUG DEPENDENCE-ANTEPART
5839,NEPHRITIS NOS
99931,OTHER AND UNSPECIFIED INFECTION DUE TO CENTRAL VENOUS CATHETER
71940,JOINT PAIN-UNSPEC
81103,"FX SCAP, GLEN CAV/NCK-CL"
27730,"AMYLOIDOSIS, UNSPECIFIED "
3849,DIS TYMPANIC MEMB NOS
2727,LIPIDOSES
E8494,ACCID IN RECREATION AREA
94224,2ND DEG BURN BACK
3013,EXPLOSIVE PERSONALITY
8601,TRAUM PNEUMOTHORAX-OPEN
69271,SUNBURN
5571,CHR VASC INSUFF INTEST
4540,LEG VARICOSITY W ULCER
3449,PARALYSIS NOS
8209,FX NECK OF FEMUR NOS-OPN
94410,1ST DEG BURN HAND NOS
85302,BRAIN HEM NEC-BRIEF COMA
E9672,CHILD/ADULT AB-MOTHER/STEPMOTH
